TwoFactor1	TwoFactor2	Linear01	Linear02	Linear03	Linear04	Linear05	Linear06	Linear07	Linear08	Linear09	Linear10	Linear11	Linear12	Linear13	Linear14	Linear15	Linear16	Linear17	Linear18	Linear19	Linear20	Nonlinear1	Nonlinear2	Nonlinear3	Class
-2.34596611509296	-1.52011966962774	1.0444951976938	-0.301083228147183	-1.34119730390573	0.584675701720674	-1.0748952788868	-0.386854555857614	-0.643158727757754	2.80635304302398	-0.903186157120998	-1.28699838249888	-2.17261706913071	1.16447547152682	-0.608034177793845	0.725959235146903	0.262340614404113	1.11703576334834	-1.1049775904438	1.28372781731904	-0.549057200533762	-1.59170047436798	-0.736742991022766	0.443175674648955	0.323733820114285	Class1
0.351095085998798	-2.02260872069757	1.57756810203454	-0.177633441532033	-0.432469150107262	-1.34582730032868	-0.111620176539994	0.255578930756236	1.51788905392444	-1.10682171165157	0.453853934707141	-1.81089724276892	-0.114561963918658	-0.143643410854664	0.359908080163855	0.365014703130588	0.104907760580029	-1.39635891213091	0.747662836931537	0.982231517918337	1.35459642958088	-0.340371138971192	-0.350095580797642	0.133740330813453	0.3948486992158	Class1
0.299739172857492	1.44380756462838	0.0115063230276939	-0.568067741584111	0.127187603269053	0.523234847952115	-0.934716693459966	0.506682909161809	0.109510479929884	0.863063000653683	1.1289738591683	-0.991662883179736	0.886745683052045	-0.0845196481051563	-1.06205913773862	-0.0785806042876638	-0.331956702024151	1.54154700846082	0.818094928905119	-0.916292581660918	1.0581758358933	-0.621432767362004	-0.601842922158539	0.547594914212823	0.789458852028474	Class1
1.46447272282553	-0.308564987735983	-0.363149437110003	-0.348765180883419	0.562539964340591	0.314531812797415	1.13139331000168	-0.187709800767771	-0.34781744725032	0.718074134396836	0.109999613734211	0.806139279458985	-0.215673165729488	-0.828082892653265	-0.370905302958798	-0.851970956559007	0.0402949511667274	0.0936634967625535	-0.323695314264352	1.4305616058997	-0.471275739385977	0.657344585122616	-0.195689078886062	0.639221222838387	0.690156751545146	Class1
-1.5268467804268	-1.05983587590104	0.410528359243821	-0.423445637175275	-2.02396057522184	0.271627369821989	-0.56424896300477	1.72791890420887	0.352237680379322	0.963289951815013	-0.267507389869468	-0.666166417200605	-0.718362407253137	0.9392516076253	-1.05453465632871	1.88133361792764	-1.65088361941541	-0.610672612040462	-0.0945578630820296	-0.595977663114757	-1.91556044770882	0.359660956330504	-0.693825813010335	0.657383978599682	0.237617760198191	Class1
1.53397306715739	2.16545066190989	1.74777528035463	0.873939634748855	1.35052445193562	-1.22068278358446	1.37398112393045	-1.500661378754	0.0808282645463867	1.80980314641272	0.350053226572213	0.466090644948038	-1.27295160316414	0.745376384883627	0.909145324114301	-1.48473007928802	-0.809250206618745	1.11605602527466	-0.500720067537625	1.5863866792712	-2.35108536263198	0.320415916864175	-0.733662118203938	0.950853743357584	0.938202819554135	Class1
-1.01028583440551	-0.668447859825485	-1.02743176911296	0.819302002917374	1.0626478914665	-0.316381104287349	-0.912466300394585	-0.0195282502390451	-1.07552332607762	-1.49156301648995	0.633982826027798	-0.494664445863189	0.119845984406374	1.06424271583336	0.326789063531639	-1.0045888054834	0.947624792188574	0.51754656488818	0.400649112697155	0.709349984835559	-0.271128591754608	0.494343747999761	-0.331738864071667	0.410578650655225	0.772834738250822	Class1
0.731636232060231	0.711062461360747	-0.657873142337498	-1.4984211890143	0.874885732318047	0.772113326610851	0.704600981695236	0.0816514279234682	-1.83663650296164	-0.0614481802315342	0.0258008689981444	1.36499144470218	0.706372649128964	0.887413069173287	0.750812139173733	-0.178570466825755	0.378506303580194	-1.05349324731458	1.06270083034051	-2.22296711486902	-0.61799622951037	1.61037283828256	0.82204535510391	0.715092404047027	0.0124871141742915	Class1
-1.63397643413141	-1.69906976701066	-0.106130158701218	1.2017867499995	0.0406388831857031	0.229144226398013	-0.888002548277387	-0.391779508634897	-0.420081644494754	1.93745499591542	0.212564145385343	-0.224548228230188	0.487403187101952	0.158158031541112	-0.167216080459528	-0.0692523482493373	-0.087998493641162	0.476078715215586	0.173377801439816	0.260348220938829	0.269695400372007	0.164181271910372	0.585878097917885	0.912784320069477	0.279091659700498	Class1
0.296227092034198	-0.688989422021402	-1.6005619721977	0.0773702291317619	1.12609495858735	-0.825158756256565	-0.687735373145309	0.478586957653099	-1.73788561702607	0.148015532881073	-0.363526098397725	0.656101195409009	-0.10776463655737	-1.05939818473452	0.290783337445615	0.412720813504838	1.10084123118796	0.937143423304163	0.00702106794734671	-0.37504707818169	-0.480815269346498	0.136819596471839	-0.916876816190779	0.737862760899588	0.635634483303875	Class1
